vehicle_id,year,make,model,class,drive,transmission,engine_index,engine_cylinders,engine_displacement,turbocharger,fuel_type,fuel_type_1,city_mpg_ft1,unrounded_city_mpg_ft1,city_mpg_ft2,unrounded_city_mpg_ft2,city_gasoline_consumption_cd,city_electricity_consumption,city_utility_factor,highway_mpg_ft1,unrounded_highway_mpg_ft1,highway_mpg_ft2,unrounded_highway_mpg_ft2,highway_gasoline_consumption_cd,highway_electricity_consumption,highway_utility_factor,unadjusted_city_mpg_ft1,unadjusted_highway_mpg_ft1,unadjusted_city_mpg_ft2,unadjusted_highway_mpg_ft2,combined_mpg_ft1,unrounded_combined_mpg_ft1,combined_mpg_ft2,unrounded_combined_mpg_ft2,combined_electricity_consumption,combined_gasoline_consumption_cd,combined_utility_factor,annual_fuel_cost_ft1,annual_fuel_cost_ft2,gas_guzzler_tax,save_or_spend_5_year,annual_consumption_in_barrels_ft1,annual_consumption_in_barrels_ft2,tailpipe_co2_ft1,tailpipe_co2_in_grams_mile_ft1,tailpipe_co2_ft2,tailpipe_co2_in_grams_mile_ft2,fuel_economy_score,ghg_score,ghg_score_alt_fuel,my_mpg_data,x2d_passenger_volume,x2d_luggage_volume,x4d_passenger_volume,x4d_luggage_volume,hatchback_passenger_volume,hatchback_luggage_volume,alternative_fuel_technology,gasoline_electricity_blended_cd,hours_to_charge_120v,hours_to_charge_240v,hours_to_charge_ac_240v,composite_city_mpg,composite_highway_mpg,composite_combined_mpg,range_ft1,city_range_ft1,highway_range_ft1,city_range_ft2,highway_range_ft2
37129,2016,Audi,A3 e-tron,Compact Cars,Front-Wheel Drive,Auto(AM-S6),101,4.0,1.4,True,Premium and Electricity,Premium Gasoline,33,33.0,81,80.7,0.0,42.0,0.396,37,36.7,86,86.1,0.0,39.0,0.389,43.6,52.0,114.96,123.0,35,34.5683,83,83.0,40.0,0.0,0.393,1200,0,,1500,5.863279935,3.971204819,158,158.0,-1,0.0,9,10,-1,Y,0,0,0,0,89,14,Plug-in Hybrid,True,0,2.5,0.0,42,47,44,0,0.0,0.0,16.3,15.92
37130,2016,Audi,A3 e-tron ultra,Compact Cars,Front-Wheel Drive,Auto(AM-S6),102,4.0,1.4,True,Premium and Electricity,Premium Gasoline,37,36.8,86,86.2,0.0,39.0,0.422,41,41.4,87,86.5,0.0,38.0,0.395,49.5,59.0,122.52,123.63,39,39.0,86,86.0,38.0,0.0,0.41,1100,0,,2000,5.115502679,3.832674419,138,138.0,-1,0.0,10,10,-1,N,0,0,0,0,89,14,Plug-in Hybrid,True,0,2.5,0.0,48,51,49,0,0.0,0.0,17.84,16.25
37289,2016,BMW,330e,Compact Cars,Rear-Wheel Drive,Automatic (S8),330,4.0,2.0,True,Premium and Electricity,Premium Gasoline,28,28.0788,67,66.7972,0.0,50.0,0.446,36,35.5309,78,78.4515,0.0,43.0,0.483,36.4858,50.3053,95.4246,112.0736,31,31.0051,72,71.5824,47.0,0.0,0.463,1350,0,,1000,5.846634032,4.577916667,184,184.0,-1,0.0,9,10,-1,Y,0,0,96,9,0,0,Plug-in Hybrid,True,0,2.0,0.0,35,44,38,0,0.0,0.0,13.65,15.27
37222,2016,BMW,i3 REX,Subcompact Cars,Rear-Wheel Drive,Automatic (A1),101,2.0,0.6,,Premium Gas or Electricity,Premium Gasoline,41,41.4014,127,127.093,0.0,27.0,0.849,37,37.2995,107,106.531,0.0,32.0,0.813,52.1,51.9,181.5609,152.1878,39,39.4492,117,116.9364,29.0,0.0,0.834,1100,550,,3500,1.563190372,0.174,37,37.0,-1,0.0,10,10,-1,N,0,0,84,15,0,0,Plug-in Hybrid,False,0,4.0,0.0,97,79,88,0,0.0,0.0,77.504,65.632
37223,2016,BMW,i8,Subcompact Cars,All-Wheel Drive,Automatic 6-Speed,108,3.0,1.5,True,Premium and Electricity,Premium Gasoline,28,28.1135,80,79.5972,0.0,45.0,0.3678,29,28.8888,72,72.4259,0.1865,41.0,0.3808,38.4,46.4,113.7102,103.4655,28,28.4624,76,76.2018,43.0,0.1,0.3737,1500,0,,500,7.356924278,4.336973684,198,198.0,-1,0.0,8,9,-1,N,81,5,0,0,0,0,Plug-in Hybrid,True,0,2.0,0.0,37,38,37,0,0.0,0.0,14.73,15.44
37068,2016,BMW,X5 xDrive40e,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S8),576,4.0,2.0,True,Premium and Electricity,Premium Gasoline,23,23.0713,55,55.1527,0.0,61.0,0.338,25,24.8488,57,57.3002,0.0,57.0,0.353,29.4,37.8484,78.7896,81.8574,24,23.8712,56,56.0988,59.0,0.0,0.345,1750,0,,-1000,9.178873769,5.885892857,247,247.0,-1,0.0,7,8,-1,Y,0,0,0,0,0,0,Plug-in Hybrid,True,0,3.0,0.0,28,31,29,0,0.0,0.0,13.2,13.95
36862,2016,Cadillac,ELR,Subcompact Cars,Front-Wheel Drive,Automatic (variable gear ratios),131,4.0,1.4,,Premium Gas or Electricity,Premium Gasoline,31,30.8,87,87.3,0.0,38.0,0.687,33,33.1,83,82.8,0.0,41.0,0.663,42.8,46.8,124.8,118.3,32,31.8,85,85.2,39.0,0.0,0.677,1300,750,,2000,3.504650431,0.234,91,91.0,-1,0.0,10,10,-1,N,83,11,0,0,0,0,Plug-in Hybrid,False,0,5.0,0.0,55,54,55,0,0.0,0.0,41.3,38.2
37131,2016,Cadillac,ELR Sport,Subcompact Cars,Front-Wheel Drive,Automatic (variable gear ratios),132,4.0,1.4,,Premium Gas or Electricity,Premium Gasoline,28,28.0,80,87.3,0.0,42.0,0.66,33,33.1,79,82.8,0.0,43.0,0.63,42.8,46.8,124.8,118.3,30,30.0,80,85.2,43.0,0.0,0.64,1400,850,,1500,4.028975201,0.258,104,104.0,-1,0.0,10,10,-1,N,83,11,0,0,0,0,Plug-in Hybrid,False,0,5.0,0.0,49,52,50,0,0.0,0.0,37.3,34.5
36863,2016,Chevrolet,Volt,Compact Cars,Front-Wheel Drive,Automatic (variable gear ratios),133,4.0,1.5,,Regular Gas or Electricity,Regular Gasoline,43,42.6,113,113.0,0.0,29.0,0.778,42,41.8,99,99.0,0.0,34.0,0.737,58.7,61.1,162.1,141.1,42,42.2,106,106.0,31.0,0.0,0.761,850,600,,3500,2.006844186,0.186,51,51.0,-1,0.0,10,10,-1,Y,0,0,0,0,90,19,Plug-in Hybrid,False,0,4.5,0.0,82,72,77,0,0.0,0.0,56.77,48.86
36932,2016,Ford,C-MAX Energi Plug-in Hybrid,Midsize Cars,Front-Wheel Drive,Automatic (variable gear ratios),99,4.0,2.0,,Regular Gas and Electricity,Regular Gasoline,40,40.4488,95,94.5114,0.0,34.0,0.4781,36,36.2655,81,81.449,0.0,42.0,0.4144,55.0,51.4,135.0163,116.3557,38,38.4528,88,87.1498,37.0,0.0,0.4506,900,0,,2500,4.878703541,3.745568182,129,129.0,-1,0.0,10,10,-1,Y,0,0,100,19,0,0,Plug-in Hybrid,True,0,2.5,0.0,55,46,51,0,0.0,0.0,21.4,17.4
36248,2016,Ford,Fusion Energi Plug-in Hybrid,Midsize Cars,Front-Wheel Drive,Automatic (variable gear ratios),78,4.0,2.0,,Regular Gas and Electricity,Regular Gasoline,40,40.4488,95,94.5114,0.0,34.0,0.4781,36,36.2655,81,81.449,0.0,41.0,0.4144,55.0,51.4,135.0163,116.3557,38,38.4528,88,87.1498,37.0,0.0,0.4506,900,0,,2500,4.877584661,3.745568182,129,129.0,-1,0.0,10,10,-1,Y,0,0,103,8,0,0,Plug-in Hybrid,True,0,2.5,0.0,55,46,51,0,0.0,0.0,21.4,17.4
36998,2016,Hyundai,Sonata Plug-in Hybrid,Midsize Cars,Front-Wheel Drive,Auto(AM6),45,4.0,2.0,,Regular Gas and Electricity,Regular Gasoline,38,38.5,99,99.2,0.0,34.0,0.558,41,41.1,98,97.9,0.0,34.0,0.554,51.9,58.6,141.3,139.8,40,39.5843,99,99.0,34.0,0.0,0.556,850,0,,3000,3.835582552,3.329393939,101,101.0,-1,0.0,10,10,-1,Y,0,0,106,10,0,0,Plug-in Hybrid,True,0,2.7,0.0,57,60,59,0,0.0,0.0,27.49,27.17
38499,2016,Mercedes-Benz,C350e,Compact Cars,Rear-Wheel Drive,Automatic 7-Speed,102,4.0,2.0,True,Premium and Electricity,Premium Gasoline,28,28.5,45,45.0168,0.5,57.0,0.301,32,32.2,61,61.2136,0.0,55.0,0.297,37.4,46.5,63.3,87.0,30,30.1,51,51.1013,56.0,0.2,0.299,1400,0,,0,7.884889477,6.462941176,215,215.0,-1,0.0,8,9,-1,N,0,0,91,10,0,0,Plug-in Hybrid,True,0,1.5,0.0,32,37,34,0,0.0,0.0,11.37,11.19
37526,2016,Mercedes-Benz,GLE550e 4matic,Standard Sport Utility Vehicle 4WD,4-Wheel Drive,Automatic 7-Speed,333,6.0,3.0,True,Premium and Electricity,Premium Gasoline,20,19.8825,39,38.5939,0.6,68.0,0.318,23,22.8742,50,50.3231,0.0,68.0,0.303,26.9,32.3,52.1,71.0,21,21.1259,43,43.1161,68.0,0.3,0.311,2000,0,,-2500,10.80370279,7.665348837,294,294.0,-1,0.0,6,7,-1,N,0,0,0,0,0,0,Plug-in Hybrid,True,0,1.9,0.0,24,27,25,0,0.0,0.0,12.16,11.44
37161,2016,Mercedes-Benz,S550e,Large Cars,Rear-Wheel Drive,Automatic 7-Speed,201,6.0,3.0,True,Premium and Electricity,Premium Gasoline,24,23.6,54,54.1,0.0,63.0,0.337,30,30.1,63,62.8,0.0,54.0,0.37,30.2,42.2,75.79,89.65,26,26.1402,58,57.6969,59.0,0.0,0.352,1650,0,,-500,8.246834738,5.682931034,227,227.0,-1,0.0,7,9,-1,N,0,0,112,9,0,0,Plug-in Hybrid,True,0,2.75,0.0,28,36,31,0,0.0,0.0,13.13,14.88
36709,2016,Porsche,Cayenne S e-Hybrid,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Auto(AM8),441,6.0,3.0,,Premium Gas or Electricity,Premium Gasoline,21,20.8,48,47.9,0.0,70.0,0.371,24,24.1,46,46.4,0.0,69.0,0.361,26.3,33.5,65.5,66.2,22,22.1,47,47.0,69.0,0.0,0.366,1900,1350,,-1750,9.53202747,0.414,260,260.0,-1,0.0,6,8,-1,N,0,0,0,0,0,0,Plug-in Hybrid,False,0,3.0,0.0,25,28,27,0,0.0,0.0,14.27,13.92
36710,2016,Porsche,Panamera S E-Hybrid,Large Cars,Rear-Wheel Drive,Auto(AM-S8),641,6.0,3.0,,Premium and Electricity,Premium Gasoline,23,22.7,43,43.3,0.8339,51.0,0.402,29,29.3,66,65.9,0.0003,51.0,0.384,28.9,41.1,59.5,94.0,25,25.2605,51,51.0,51.0,0.5,0.394,1700,0,,-750,7.984573366,6.462941176,229,229.0,-1,0.0,7,9,-1,N,0,0,108,16,0,0,Plug-in Hybrid,True,0,3.0,0.0,28,36,31,0,0.0,0.0,16.64,15.6
37224,2016,Volvo,XC90 AWD PHEV,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S8),54,4.0,2.0,True,Premium and Electricity,Premium Gasoline,24,23.5958,53,53.792,0.0541,58.0,0.3502,27,27.0814,54,55.359,0.0442,59.0,0.3371,30.1753,37.8794,83.4,81.6,25,25.0465,53,53.8,58.0,0.0983,0.3443,1700,0,,-750,8.670674373,6.219056604,241,241.0,-1,0.0,7,8,-1,Y,0,0,0,0,0,0,Plug-in Hybrid,True,0,3.0,0.0,28,32,30,0,0.0,0.0,13.8,13.1
38228,2017,Audi,A3 e-tron,Compact Cars,Front-Wheel Drive,Auto(AM-S6),86,4.0,1.4,True,Premium and Electricity,Premium Gasoline,33,32.6,81,80.6617,0.0,42.0,0.396,36,35.6,86,86.1019,0.0,39.0,0.389,43.6,52.0,114.9618,123.0027,34,33.9,83,83.0222,41.0,0.0,0.393,1250,0,,1500,5.931317675,3.971204819,158,158.0,-1,0.0,10,10,-1,N,0,0,0,0,89,14,Plug-in Hybrid,True,0,2.5,0.0,42,46,44,0,0.0,0.0,16.3,15.91
38081,2017,BMW,330e,Compact Cars,Rear-Wheel Drive,Automatic (S8),332,4.0,2.0,True,Premium and Electricity,Premium Gasoline,28,27.7708,66,66.0249,0.0,51.0,0.344,34,34.3774,78,77.9981,0.0,43.0,0.376,36.3462,49.9849,93.7,111.0,30,30.3998,71,70.9242,47.0,0.0,0.359,1400,0,,750,7.070999909,4.642394366,189,189.0,-1,0.0,9,10,-1,N,0,0,96,9,0,0,Plug-in Hybrid,True,0,2.0,0.0,34,43,38,0,0.0,0.0,13.06,15.11
38045,2017,BMW,740e xDrive,Large Cars,All-Wheel Drive,Automatic (S8),740,4.0,2.0,True,Premium and Electricity,Premium Gasoline,25,24.8563,62,62.0,0.0,53.0,0.356,29,29.4644,68,68.0,0.0,50.0,0.369,32.1,42.1,87.6,97.0,27,26.7381,64,64.0,52.0,0.0,0.362,1550,0,,-250,8.009330414,5.15015625,214,214.0,-1,0.0,8,9,-1,N,0,0,114,10,0,0,Plug-in Hybrid,True,0,3.0,0.0,31,37,33,0,0.0,0.0,13.45,14.73
38229,2017,BMW,i3 REX  (94 Amp-hour battery),Subcompact Cars,Rear-Wheel Drive,Automatic (A1),103,2.0,0.6,,Premium Gas or Electricity,Premium Gasoline,36,36.1399,118,118.125,0.0,29.0,0.896,33,33.4036,103,102.6157,0.0,32.0,0.877,49.2,48.4,168.8,147.0,35,34.8551,111,110.6026,30.0,0.0,0.888,1200,600,,3500,1.23807953,0.18,29,29.0,-1,0.0,10,10,-1,N,0,0,84,15,0,0,Plug-in Hybrid,False,0,5.0,0.0,95,81,88,0,0.0,0.0,103.03,90.55
38230,2017,BMW,i8,Subcompact Cars,All-Wheel Drive,Automatic 6-Speed,108,3.0,1.5,True,Premium and Electricity,Premium Gasoline,28,28.1135,80,79.5972,0.0,45.0,0.368,29,28.8888,72,72.3731,0.2,41.0,0.381,38.4,46.4,113.7,103.0,28,28.4624,76,76.1755,43.0,0.1,0.374,1500,0,,500,7.354658294,4.336973684,199,199.0,-1,0.0,8,10,-1,N,81,5,0,0,0,0,Plug-in Hybrid,True,0,2.0,0.0,37,38,37,0,0.0,0.0,14.73,15.43
38169,2017,BMW,X5 xDrive40e,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S8),576,4.0,2.0,True,Premium and Electricity,Premium Gasoline,23,22.962,55,55.038,0.0,62.0,0.338,25,24.8488,57,57.3002,0.0,57.0,0.353,29.4,37.8484,78.6,81.9,24,23.8111,56,56.0335,59.0,0.0,0.345,1750,0,,-1000,9.179989169,5.885892857,248,248.0,-1,0.0,7,8,-1,N,0,0,0,0,0,0,Plug-in Hybrid,True,0,3.0,0.0,28,31,29,0,0.0,0.0,13.17,13.95
37309,2017,Chevrolet,Volt,Compact Cars,Front-Wheel Drive,Automatic (variable gear ratios),1,4.0,1.5,,Regular Gas or Electricity,Regular Gasoline,43,42.6,113,113.0,0.0,29.0,0.778,42,41.8,99,99.0,0.0,34.0,0.737,58.7,61.1,162.1,141.1,42,42.2,106,106.0,31.0,0.0,0.761,850,600,,3500,2.006844186,0.186,51,51.0,-1,0.0,10,10,-1,Y,0,0,0,0,90,19,Plug-in Hybrid,False,0,4.5,0.0,82,72,77,0,0.0,0.0,56.77,48.86
38491,2017,Chrysler,Pacifica Plug-in Hybrid,Minivan - 2WD,Front-Wheel Drive,Automatic (variable gear ratios),539,6.0,3.6,,Regular Gas and Electricity,Regular Gasoline,32,32.0636,89,37.8452,0.0,38.0,0.64,33,32.6238,78,42.7406,0.0,43.0,0.586,47.2789,46.8,127.4,112.0,32,32.3133,84,40.0481,40.0,0.0,0.617,1100,0,,2250,4.048550748,3.923928571,106,106.0,-1,0.0,10,10,-1,N,0,0,0,0,0,0,Plug-in Hybrid,True,0,2.0,0.0,54,49,52,0,0.0,0.0,35.51,29.98
38506,2017,Ford,C-MAX Energi Plug-In Hybrid,Midsize Cars,Front-Wheel Drive,Automatic (variable gear ratios),264,4.0,2.0,,Regular Gas and Electricity,Regular Gasoline,41,40.6112,104,103.6744,0.0,33.0,0.484,38,38.0126,87,86.922,0.0,38.0,0.432,56.5,56.0,148.1,124.2,39,39.3992,95,95.4005,35.0,0.0,0.461,900,0,,2750,4.595636089,3.469578947,122,122.0,-1,0.0,10,10,-1,N,0,0,100,19,0,0,Plug-in Hybrid,True,0,2.5,0.0,57,50,54,0,0.0,0.0,21.84,18.41
37470,2017,Ford,Fusion Energi Plug-in Hybrid,Midsize Cars,Front-Wheel Drive,Automatic (variable gear ratios),12,4.0,2.0,,Regular Gas and Electricity,Regular Gasoline,43,42.5701,104,103.6,0.0,33.0,0.498,41,41.1379,91,90.79,0.0,37.0,0.456,59.8,61.3,148.0,129.7,42,41.9135,97,97.4149,35.0,0.0,0.48,850,0,,3000,4.184202292,3.398041237,112,112.0,-1,0.0,10,10,-1,Y,0,0,103,8,0,0,Plug-in Hybrid,True,0,2.5,0.0,60,54,57,0,0.0,0.0,22.83,19.96
38046,2017,Hyundai,Sonata Plug-in Hybrid,Midsize Cars,Front-Wheel Drive,Auto(AM6),42,4.0,2.0,,Regular Gas and Electricity,Regular Gasoline,38,37.8163,99,99.1,0.0,34.0,0.557,40,39.5547,98,97.9,0.0,34.0,0.554,51.9,58.6,141.3,140.0,39,38.5993,99,98.5254,34.0,0.0,0.556,900,0,,3000,3.880578051,3.329393939,104,104.0,-1,0.0,10,10,-1,N,0,0,106,10,0,0,Plug-in Hybrid,True,0,2.7,0.0,57,59,58,0,0.0,0.0,27.46,27.17
38406,2017,Kia,Optima Plug-in Hybrid,Midsize Cars,Front-Wheel Drive,Auto(AM6),25,4.0,2.0,,Regular Gas and Electricity,Regular Gasoline,38,37.8532,103,102.517,0.0,33.0,0.568,43,42.8521,104,104.2785,0.0,32.0,0.576,54.2,60.4,146.4,149.0,40,39.9504,103,103.3022,33.0,0.0,0.572,850,0,,3000,3.635100053,3.200097087,97,97.0,-1,0.0,10,10,-1,N,0,0,105,10,0,0,Plug-in Hybrid,True,0,2.7,0.0,58,65,61,0,0.0,0.0,28.41,29.13
38459,2017,Mercedes-Benz,GLE550e 4matic,Standard Sport Utility Vehicle 4WD,4-Wheel Drive,Automatic 7-Speed,333,6.0,3.0,True,Premium and Electricity,Premium Gasoline,20,19.8643,38,37.95,0.6,69.0,0.313,23,22.883,50,50.0324,0.0,68.0,0.301,26.9,32.3,52.1,71.0,21,21.1179,43,42.5769,69.0,0.3,0.308,2000,0,,-2500,10.86146565,7.665348837,296,296.0,-1,0.0,5,7,-1,N,0,0,0,0,0,0,Plug-in Hybrid,True,0,1.9,0.0,24,27,25,0,0.0,0.0,11.96,11.38
38460,2017,Mercedes-Benz,S550e,Large Cars,Rear-Wheel Drive,Automatic 7-Speed,201,6.0,3.0,True,Premium and Electricity,Premium Gasoline,24,23.5,54,53.924,0.0,63.0,0.336,30,29.6,63,62.7941,0.0,54.0,0.37,30.2,42.3,75.8,90.0,26,25.9,58,57.5844,59.0,0.0,0.352,1650,0,,-500,8.2541804,5.682931034,229,229.0,-1,0.0,7,9,-1,N,0,0,112,9,0,0,Plug-in Hybrid,True,0,1.9,0.0,28,36,31,0,0.0,0.0,13.08,14.87
37799,2017,Porsche,Cayenne S e-Hybrid,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Auto(AM8),441,6.0,3.0,,Premium Gas or Electricity,Premium Gasoline,21,20.8,47,47.0475,0.0,71.0,0.371,24,24.1,45,44.9855,0.0,71.0,0.361,26.3,33.5,50.8,50.7,22,22.1658,46,46.0967,71.0,0.0,0.366,1900,1400,,-1750,9.53520117,0.426,258,258.0,-1,0.0,6,8,-1,N,0,0,0,0,0,0,Plug-in Hybrid,False,0,3.0,0.0,25,29,27,0,0.0,0.0,14.62,13.92
38531,2017,Toyota,Prius Prime,Midsize Cars,Front-Wheel Drive,Automatic (variable gear ratios),108,4.0,1.8,,Regular Gas and Electricity,Regular Gasoline,55,55.2206,145,145.0835,0.0,23.0,0.553,53,53.0,121,121.2005,0.0,28.0,0.498,78.8197,73.6525,207.2622,173.1436,54,54.4329,133,133.2662,25.0,0.0,0.529,650,0,,4000,2.957863087,2.478270677,78,78.0,-1,0.0,10,10,-1,N,0,0,0,0,91,20,Plug-in Hybrid,True,0,2.0,0.0,83,73,78,0,0.0,0.0,27.1,22.82
37703,2017,Volvo,XC90 AWD PHEV,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S8),54,4.0,2.0,True,Premium and Electricity,Premium Gasoline,24,23.7174,54,58.5962,0.0541,60.0,0.351,27,26.953,56,57.33,0.0442,60.0,0.34,30.4711,38.1739,82.2,82.0,25,25.0718,54,58.0196,60.0,0.0983,0.346,1700,0,,-750,8.652550063,6.103888889,238,238.0,-1,0.0,7,8,-1,N,0,0,0,0,0,0,Plug-in Hybrid,True,0,3.0,0.0,29,32,30,0,0.0,0.0,13.84,13.3
